"RegionName","State","Metro","StateCodeFIPS","MunicipalCodeFIPS","SizeRank","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08","2018-09","2018-10","2018-11","2018-12","2019-01","2019-02","2019-03","2019-04","2019-05","2019-06","2019-07","2019-08"
"Marengo County","AL",,"01","091",1695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146400,134900,132400,145000,142500,140000,139900,138250,139900,139900,139900,145000,145000,149900,149450,155000,158750,157500,160000,160000,161000,152450,154900,157200,134900,142000,131250,140950,149900,154700,169900
"Dakota County","NE","Sioux City","31","043",1696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179925,168000,171725,179950,172000,185000,186000,154900,176500,179497.5,177000,185000,172475,144000
"Waynesboro City","VA","Staunton-Waynesboro","51","820",1696,178600,174900,166450,168400,168950,172400,169200,164900,167800,174950,176850,164900,160000,178850,179900,172450,173000,164000,169900,171000,169900,164500,159900,159900,159900,164900,169500,167450,169500,171000,177700,169900,167900,168450,166900,160000,169250,159900,169000,159900,157950,159950,169000,159250,154900,154950,149900,149900,149900,159450,159900,164900,164900,169900,164950,164350,161900,169700,159600,164900,164900,165500,169950,174900,172500,174900,174900,164900,165250,169900,164950,169900,166500,165000,162500,159900,159900,169450,167000,167000,165775,159900,149950,149900,169900,174950,182400,179900,177350,172490,166000,169450,159900,150000,164900,174900,177450,177450,169700,189450,194900,185000,2e+05,2e+05,185000,185000,174900,184900,199000,202500,214990,199800,215450,206250,214990,199900
"Crook County","OR","Prineville","41","013",1698,198000,195000,194000,194000,187450,185000,179000,179900,177500,169000,162450,164949.5,162500,159950,174950,174950,189952.5,209000,210000,210000,215000,210000,202250,199900,198250,189875,199500,225000,215000,217000,221250,226700,227000,218950,220000,225000,225000,225000,225000,225000,225000,219900,214500,199500,204350,219900,220000,220000,199500,199500,232500,242400,229000,239000,239900,229000,234900,235000,249000,235000,235950,237000,244900,249900,249900,252500,255000,255000,249950,249900,249450,249950,249950,259900,259900,268000,269900,279000,275000,289000,289900,277000,288475,287950,275000,259000,257900,275000,282000,275000,289950,314950,299999,314900,299925,289900,289900,299950,299950,289900,299900,319450,314950,315000,319900,315200,319000,318750,319000,313500,329000,315000,364500,349250,355000,349950
"Warren County","NC",,"37","185",1699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295000,299000,299000,299700,297000,315000,280000,273750,255950,220000,227900,250950,248900,270750,275000,244900,232900,249000
"Buchanan County","IA",,"19","019",1700,,,,,,,,,114900,111888.5,112500,110000,109950,105000,109900,109900,109500,114500,115000,116750,118500,117750,115000,118250,109900,107100,107000,109900,109950,113700,119900,114950,117000,109500,104000,105000,114700,110000,105500,113450,114900,112950,110000,109750,95700,98000,109000,110000,107500,102400,109500,115000,124950,129250,129000,132200,135750,135000,136450,135000,136900,134900,147325,145750,144000,130950,129500,135900,139000,138250,139450,139900,139000,139000,136000,134900,136400,137000,134900,129947.5,125000,124900,124900,123700,124900,125000,129650,129900,129950,135000,124900,125000,124900,120000,134900,135950,139750,147000,146500,151000,149000,143950,139500,139250,136800,143500,133500,135000,135500,130000,135000,136450,139900,137500,148450,138200
"Butler County","AL",,"01","013",1701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149900,130000,109000,109000,115000,130000,140000,145000,149000,147500,146250,144950,144900,139900,141950,145500,147250,142450,130000,135000,132500,135000,134500,129000,129900,134900,139900,136950,132450,129900,129000,129900,147500,134000,143750,139000,149000,149000,149000,149000,137450,147500,147750,134900,139900,144900,139900,148000,148500,149000,144900,140450,139900,141000,139000,139000,143500,140000,148000,146500,134700,132400,139000,134900,129450,129000,118000,112651.5,114000,107500,119950,129000,129000,129000,123250,126500,119950,112000,117450,124000,129500,125000,120080,120000,117000
"Pacific County","WA",,"53","049",1702,201700,199700,195000,194950,199500,198765,199250,194900,199500,199500,199500,198999,199000,190000,188499.5,179900,178999,185000,175000,168750,168750,169500,149975,133500,148250,164900,165500,165000,159300,164900,159900,169000,169000,165000,165250,169450,169900,179900,169900,169000,184500,189000,186000,186000,179900,168500,169000,162500,165000,157900,149900,159900,154000,147450,159900,159000,157000,159950,159000,159000,149900,149900,149900,155000,149900,149900,159000,150000,149999,149949.5,149999.5,149000,149900,149999,159950,169900,175000,175000,179900,175000,170000,183530,182000,181000,188450,197000,193500,210000,199000,204950,206900,209000,209999,209450,212500,210000,211000,212000,219250,224250,220000,224900,227250,229900,232000,234950,231000,229900,219900,219950,226732,224275,229500,229900,234000,232000
"Fayette County","IA",,"19","065",1703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84900,79900,78500,79900,79000,76000,75950,74950,73000,72950,69950,75000,69000,72650,75000,73400,79500,79250,84450,89500,89900,89900,89900
"Adams County","WI",,"55","001",1704,169000,169000,169450,169900,169900,169900,169000,164950,164900,159900,159900,159900,163000,169000,165000,159900,159900,157250,151000,149950,149900,154900,149900,144900,144900,144900,144900,149000,145000,144900,143900,143900,139900,139900,139900,139900,139900,139900,139000,139900,138700,139000,139900,139000,134900,137000,134900,138900,139900,139900,139900,134900,135300,134900,125000,128500,129900,129900,125250,128750,129900,124900,129900,125000,129900,129900,129900,129900,129900,124900,134900,134900,139900,139900,143900,145000,145000,145000,144900,145700,139900,136000,145000,144450,139900,139900,147750,150000,149900,152000,154995,149900,149000,149000,149900,149900,139900,149900,136500,134950,130000,137500,134900,129900,129000,129450,129900,118087.5,122400,129450,134900,139900,139950,144900,141250,145000
"Colorado County","TX",,"48","089",1705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214500,189000,188250,194250,225000,233000,231000,230000,219970,239000,240000,249000,248900,229000,245850,250000,250000,250000,244000,225000,219000,216000,216000,221940,234200,234200,249900,254900,269500,274900,279000,269500,285000,285000,279950,279950,285000,279000,285000,289000,268000,279500,279500,295000,297000,285500,275000,279000,283000,298000,279000,279000,275000
"Fillmore County","MN","Rochester","27","045",1706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148500,152900,148950,157500,158000,158500,152000,149900,149900,155000,159950,149450,147500,144900,151900,165900
"Fulton County","IN",,"18","049",1707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139750,129900,126450,124900,122500,123250,119900,117250,105000,96500,96500,99950,105000,105000,116950,109950,109900,99900,109900,96950,106450,95000,98900,115450,125000,129900,134900,125750,125750,124900,120900,120900,105000,105000,104950,105000,105000,115000,113750,115000,99450,96500,99000,97000,99900,117450,117450,129000,142850,144900,139900,134900,123000
"Concordia Parish","LA","Natchez","22","029",1708,,,,,,,,,,,,,,,,,117000,120000,129900,142000,145000,142000,130000,132500,134250,135000,142000,138500,139450,139900,142000,145500,139000,149450,155000,152500,136750,148850,159900,159900,162450,170000,178500,178000,165000,171500,159900,159900,152500,153000,157450,159900,177450,186750,166950,169000,169000,165450,165000,165900,166950,163750,159900,165450,181000,183500,179500,183500,179000,179000,183500,183500,164000,153000,158000,153950,153750,139900,152000,149950,162500,160750,156500,157000,160750,160750,148700,159000,149900,149900,165900,162000,160000,150950,146750,147450,143950,149000,167000,165000,165000,162450,154500,157500,145000,127000,125000,131750,136250,137500,154900,170000,170000,167450,167500,179750
"Carroll County","IA","Carroll","19","027",1709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145000,134900,135700,134500,129950,127450,119900,118200,112250,109700,110000,114900,124500,139900,139900,146900,149900,150950,144000,141950,129500,143900,139900,135000,145450,150000,149900,149999,149949.5,147500,145000,146500,149200,146500,145000,146500,152000,154900,149900,150000,147450
"Wayne County","KY",,"21","231",1710,,,,,,,,,,,,,,,179900,162450,159900,159900,159900,159900,179900,169900,174900,169900,174900,179900,179900,159900,159900,172400,169900,169900,139900,129900,139900,159450,159000,139900,140000,149500,149900,145500,139900,125000,129900,139900,139900,139900,139900,130000,129900,125000,123800,120000,124950,129900,130000,129900,130000,129900,127950,119900,119900,122950,138900,149900,149450,142450,139900,145000,149700,149000,149900,161950,167450,152450,149900,149900,156200,149900,154900,149900,164900,159900,159000,144900,149000,154900,144900,149500,154900,149900,154900,159900,154900,154900,149700,149700,172000,185000,184650,179900,179900,194200,188450,185000,185000,184950,179950,178000,179950,179450,179900,179000,175000,174900
"Madison County","NC","Asheville","37","115",1711,299000,275000,252000,259575,252000,259900,252000,254462.5,250000,250000,265000,249900,250000,261962.5,249900,249000,249500,249900,249000,249900,249000,239250,247150,249000,257450,259900,265000,259900,255000,249500,248250,239000,229000,239000,249000,249500,249900,250000,249700,249000,247500,249450,250000,249825,249825,249750,249900,259000,249825,249900,249000,249000,250000,265000,259000,249900,249949.5,249900,248500,249000,249900,258450,249900,249994.5,259200,250000,259000,254500,255000,250000,259000,267000,275000,289900,294950,285000,285000,285000,280000,269700,269500,277000,279999.5,279000,274900,285000,285000,292950,299000,299000,299000,299900,299450,307500,319000,325000,299999,299999,269900,295000,297000,290000,289450,299900,299999.5,298000,303749.5,299450,299900,295000,290000,315000,326000,329000,329000,332000
"Clinton County","MO","Kansas City","29","049",1712,139500,134400,129900,124900,124900,124900,119900,124500,120000,124900,124250,125000,122500,118750,119950,123900,127250,122500,119950,123700,121000,117500,119700,119700,119950,125000,124700,125450,125900,125000,125000,125000,120000,121750,124450,128950,129700,128500,123900,128900,129999,135250,134950,128500,128750,125000,120500,120000,124900,122750,125125,128000,129450,127950,126900,126500,129000,124900,125000,123000,124900,124900,124900,124900,127700,129500,125000,124900,125700,126500,128500,124900,129900,135000,136500,149900,139900,138250,137500,134900,137500,134950,129950,129900,127950,130000,137500,134950,145450,154000,152450,150000,149900,150000,149950,139500,147000,145000,169000,159950,164900,169900,164900,169000,169900,172500,176500,169000,162950,175000,185000,181250,169000,170000,175000,169450
"Richland Parish","LA",,"22","083",1713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150000,162000,167000,141091.5,144500,140000,149000,150000,140000,162450,154900,169900,169900,169450,169000,149900,145000,134700,125400,138000,139900,155900,163450
"Taylor County","WI",,"55","119",1714,,,,,,,,,,,,,,,,,,,,,,,,,,,124900,122400,129625,129250,129000,114700,115500,114950,119000,114700,115000,112000,119500,124250,121000,121750,125250,128100,131500,130000,125000,120000,115000,118500,122400,122400,129100,119900,126425,130000,129900,139000,142700,143500,145000,139000,141900,139900,141500,141500,146250,145000,148000,152200,150000,149750,151000,146950,148750,154900,149900,149250,144950,141250,141250,139900,138500,135000,138000,137500,137000,134900,135000,134900,132700,132700,131200,132500,130000,129900,138250,129900,129700,134500,138000,129900,129500,128750,129000,132500,136500,139900,139950,146750,145000,137000,142500,155000,149900,150000
"Polk County","AR",,"05","113",1715,109000,119200,119900,116750,121250,119000,119900,122200,116000,118500,119900,119500,120000,119900,115000,115000,115000,117800,114700,112500,118950,118950,120000,128450,125000,114900,115950,117450,115000,108000,1e+05,101000,102450,110000,110000,109950,109900,109900,108750,110000,109950,1e+05,98500,99950,99750,94450,99500,110000,110000,112500,114700,119000,110000,114500,115000,115000,119000,119000,117000,115000,115000,117450,115000,115000,114500,115000,119450,124900,122500,120000,121250,124250,120000,129000,125000,125000,127000,124950,125000,125000,125000,125000,125000,125000,125000,125000,125000,129900,129500,125000,125000,129500,129500,130000,127000,129900,129900,125900,125000,125000,135500,140000,146046,148950,148950,150000,139200,140000,135000,134950,140000,149900,155000,156000,155450,145000
"Jones County","IA","Cedar Rapids","19","105",1716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160000,156400,155450,159950,151450,155900,155950,152000,125000,125000,124900,124900,122900,119950,134900,135777,134900,142425,148250,139900,132900,135000,133900,139450,140000,140000,143750,146000,151700,161000,159000,145000,154900,156200,156200,152450,155000,155000,167450,154900,137500,139500,139900,139900,142472.5,135000,136750,130000,135000,139000,134900,139450,145000,145000,155000
"Clay County","MS","West Point","28","025",1717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155500,142500,137000,137450,137000,126533,140000,126500,136000,126500,137000,135000,129900,118700,116750,115000,122750,120000,118750,118500,119250,125000,127000,129950,130000,129900,115000,115000,115000,119000,131950,115500
"Kewaunee County","WI","Green Bay","55","061",1718,130000,129900,130000,139900,139900,144450,139000,139000,146950,139900,136000,134850,129900,129000,124900,126750,124900,120000,120000,126750,129900,129900,126750,129900,129900,129500,129900,126700,124900,124900,124900,124900,129900,129900,139250,129900,129900,123750,119000,119900,122450,124900,129450,120000,119900,119900,119900,120000,119900,124900,129900,128450,122300,119700,119900,119550,124900,119250,119000,119000,117000,119900,127900,134500,147900,145900,143900,134500,129950,127000,124900,129250,124900,119900,119450,122500,125000,125900,131900,133900,134950,137200,138900,124900,129000,134900,129900,139900,147600,154400,159900,149950,149900,154950,149900,139900,139900,149900,149000,159900,145000,146000,149900,148650,141450,142950,139950,147700,152450,155000,179900,184900,164900,164900,169900,171900
"Morgan County","MO",,"29","141",1719,179450,180000,178500,188250,185000,179900,179900,178900,179900,179900,179000,176500,173900,173900,174500,174500,175000,174995,173000,174497.5,169500,165000,169000,169900,164900,169900,169000,162500,175000,165000,162500,165400,164900,166500,174700,178950,169900,168000,169900,169950,164700,162450,159900,163750,164450,165000,155500,159000,149900,149900,161450,166000,169500,168900,169900,169900,169950,170950,169900,169500,169000,170000,166400,179000,179000,175100,175000,175200,185000,184950,175050,165000,169900,169900,174000,180000,179500,179000,175000,179000,179000,179000,169900,175000,171950,174900,174900,179000,180000,187500,189900,189900,189900,192200,194950,194700,199000,199000,204500,199900,184450,174500,179000,185000,189500,195000,191800,197500,195250,199000,199900,199900,199900,199900,192000,199000
"Polk County","NC",,"37","149",1720,350000,345000,329450,327000,325000,319000,309450,299000,298500,301000,299250,297000,299000,284000,295000,290950,295000,287777,276500,274900,257700,258000,254950,248000,245000,245000,249000,244950,245000,248000,248500,239000,245000,239000,239000,247000,249900,248500,249900,255000,259000,259900,269450,259000,260950,263500,259000,255000,259000,255000,255000,269000,269900,264400,259950,279000,275000,279000,299900,305950,299900,325000,299999,299949.5,299900,299500,299700,299250,289000,299700,299500,299000,299000,299250,292000,299900,319500,310000,310000,304900,299900,329000,325000,305000,299000,305000,309500,325000,347900,349000,350000,350000,349900,375000,382000,385450,379000,375000,369000,374900,354000,349000,350000,349000,350000,349950,350000,355000,359450,350000,349000,349000,350000,350000,359000,352500
"Lincoln County","NM","Ruidoso","35","027",1721,259000,264950,269250,269700,270000,279000,279000,279500,279500,282000,279900,279700,274500,268500,263900,259900,265000,259700,258950,250444,249900,249000,239975,244700,245750,249166.5,249500,249000,239950,238900,230000,228500,230000,229000,239000,247500,249500,239616.5,239000,235000,238900,239000,235000,235000,235000,235000,235000,239000,236555,232497.5,225000,227000,235000,235250,239000,239000,239000,239000,234900,229250,235000,235000,234200,229500,229000,222250,228250,229500,235000,235000,234750,232500,239000,245000,239500,239888,239950,238400,235500,239000,235000,239500,239900,242500,246500,250000,252500,259250,269000,265000,268000,268500,269500,272000,269500,269500,275000,275000,269750,275000,279900,279900,279000,279500,284900,295500,298500,292500,275000,275000,275000,285000,295000,295000,294950,295000
"La Paz County","AZ",,"04","012",1722,229000,220000,210000,220000,213925,219000,212850,199700,190000,189500,188550,188200,181150,187400,189000,189250,170000,157000,150000,150000,144950,135000,144950,134500,128500,129900,129900,129000,135000,145000,143500,149000,150000,149750,149000,165000,175000,154750,175000,175000,172250,175000,180000,184500,185000,179000,175000,170000,169900,155900,155000,147500,136700,133500,144000,144500,143000,132500,130000,125000,123750,120000,110000,119000,120000,129925,139000,139000,139450,129900,125000,115000,119699.5,119000,119398,129000,136700,135450,137750,138000,138250,129500,129700,128000,128000,125000,125000,125000,128000,129450,135500,130950,139900,144000,136500,139900,138000,148500,149450,155000,163450,162000,169000,185000,182450,189000,187000,179925,179900,169900,171950,175000,179900,188700,185000,171450
"Bandera County","TX","San Antonio-New Braunfels","48","019",1723,278500,270000,269950,259500,252000,255000,250000,249900,239000,249900,249000,244900,244900,235000,239000,237500,242500,235000,232500,235000,225000,229000,225000,225000,228750,232450,229000,225000,231250,235000,235500,235000,236700,239000,235000,229900,229000,239750,229000,232250,235000,235000,237250,225000,227000,230000,229000,225000,224500,224500,232000,249900,249500,249900,250000,249000,239900,229700,227600,234900,249900,244500,249999.5,247000,250000,250000,269000,281000,280000,274237,265000,259000,259450,262450,267000,255000,282500,285000,279947.5,279947.5,286450,295000,313500,319900,319900,319900,310000,315000,319900,310000,302000,319900,315000,325000,318500,319900,322400,304950,309000,299999,295000,289450,285000,287000,285000,279900,279999,284990,287500,277500,284990,284990,284745,299900,319900,336999
"Jackson County","WI",,"55","053",1724,146950,149900,145900,147000,149900,143500,136200,137500,129900,129950,129950,129900,129950,122450,132250,132000,132000,129900,129000,126900,124900,122900,124900,123950,118000,115000,114900,115000,114450,119000,115000,115000,115000,113950,108000,105000,115000,115000,116600,119000,126750,134500,128750,129000,127000,129900,129900,122400,129000,132500,134900,129900,129900,129900,133700,137500,135950,133700,129700,127250,125000,129000,125000,129000,129500,132900,139500,139900,139900,139900,145000,147500,139900,143500,147750,149500,140950,139900,139900,139900,139900,139900,134900,139900,136200,124450,126500,130450,134900,134500,139900,145000,139700,139900,149900,145000,145000,145450,145450,147900,149900,147450,157000,149900,149900,149900,149900,148950,159450,162450,159900,142450,135000,142450,149900,145000
"Hubbard County","MN",,"27","057",1725,199900,198950,199900,205500,215000,212500,205900,199900,199900,198200,194500,189000,172950,169450,177000,184000,189350,189900,199500,199450,199000,195000,182450,169900,169900,159900,169900,179950,209950,212000,209000,199900,199900,199900,197000,179450,169900,180950,185450,185000,189700,189700,185900,179900,179900,179900,179900,180000,169900,166850,179000,184950,199900,199900,205000,197000,189500,184900,179900,174700,168000,163400,179000,184900,197500,199900,199900,199900,199900,199700,197500,189000,189000,199900,199500,209950,209700,210000,216250,219900,219900,219900,217450,203750,194500,201700,199900,219900,229900,242200,244700,239000,229800,227000,219900,217450,224950,250000,249000,249700,249000,229900,229900,235350,229900,229250,225450,199900,225000,225000,239900,232000,229900,234500,231350,239450
"Klickitat County","WA",,"53","039",1726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249000,225000,235000,239000,235000,229900,225000,226250,217500,209950,219000,224950,225000,229000,225000,229000,225000,224900,225000,229000,219500,219000,220000,220000,222450,222450,229000,262000,275000,250000,249900,250000,260000,275000,260000,257000,275000,275000,292000,297000,279000,299000,299000,299000,307193,310000,279000,289500,279000,284950,297450,299500,305000,299000,314250,315000,319250,304450,299900,291500,297000,305000,355000,374000,374500,350000,360000
"Buena Vista County","IA","Storm Lake","19","021",1727,138000,138000,136850,126500,120900,121500,105000,99450,98000,99900,1e+05,1e+05,102500,107000,101000,91900,99500,106000,99900,98000,85500,95000,96700,90000,92750,92500,101750,95000,95000,89900,93000,99450,94250,84950,84500,83250,83000,84500,84950,85500,89900,98500,115000,106031,119450,122200,117000,103500,106450,99000,97300,109000,110000,105000,112500,110000,115500,112000,118000,119450,115000,117000,128500,126700,128500,121000,117000,124900,119725,120000,120000,119000,119475,119000,119925,114690,119950,129950,130000,140000,139750,132000,115000,115000,116500,109000,109900,113500,112750,109950,110000,114900,116900,119900,119400,116950,122900,134950,125000,135000,128500,137500,129900,115450,110000,112000,119000,119000,109500,112500,114900,117500,122000,124900,129000,132000
"McIntosh County","OK",,"40","091",1728,142500,146000,135000,132500,122500,120000,115000,115000,123500,125000,125000,125000,125000,119000,122500,125000,125000,125000,125000,125000,125000,119700,128750,125000,129250,129500,129700,139000,141250,130000,115000,115000,119000,119000,115000,114950,110000,109000,103750,109000,117900,119000,119000,114500,117900,110000,110000,110000,110000,109000,109000,110000,112250,111000,113500,118500,119000,123900,123900,118500,122850,118250,119900,115000,115000,118000,118000,125000,125000,124950,119500,125000,125000,125950,120000,120000,129450,134500,139000,135000,149000,130000,139000,145250,139250,145000,139500,135000,138250,135000,135000,135000,134900,135000,130000,135950,136900,137950,154900,150000,150000,155000,158000,159000,164900,159900,161750,161000,157450,160000,154950,165000,168000,165450,162900,147000
"Washington County","NE","Omaha-Council Bluffs","31","177",1729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292500,312500,289900,280000,314900,3e+05,3e+05,289000,289500,289000,289000,289000,320000,275000
"Kent County","MD",,"24","029",1730,275000,259700,275000,289950,289900,279000,285000,279000,276000,274900,279000,266000,259500,260750,263500,258500,269900,269900,255000,250000,249900,249900,249900,249000,239000,239000,249000,239000,242500,240000,229450,229000,229000,234500,219250,219000,219900,224900,219700,229000,238000,235000,235000,239000,237000,226750,225000,224900,223000,219700,215000,224900,235000,240000,230000,225000,249900,249900,239000,230000,220000,220000,229000,230000,229000,225000,230000,229450,225000,229250,225500,229950,225000,225000,225000,239000,239000,247500,248000,249000,259900,249999,249900,269000,269900,265000,259200,274900,275000,275000,277000,289000,289900,289000,279000,269900,274900,269000,249950,274500,274500,269999,279950,280000,289999,282500,288499.5,289450,279500,287500,290000,290000,286000,289000,275000,257000
"Elbert County","GA",,"13","105",1731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157000,137450,142450,144900,144900,141250,140000,148500,149200,141950,155000,148750,139900,146700,144900,139950,150000,149900
"Carroll County","IN","Lafayette-West Lafayette","18","015",1732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124900,124900,117450,119000,131400,139900,132900,135000,137450,129000,132000,139900,129900,129000,142400,129950,130000,139750,129850,128000,122950,121400,109450,107000,116450,129000,129900,131500,133950,123700,130700,126400,124900,122400,117000,119450,130000,134250,139499.5,137500,142000,154950,148000,152400,149900,154900,152450,136950,125400,140000,149900,149000,148950,137950,118900,120450,136000,137950,129900,125900,137250,139900,149900,147200,139900,127000,129900,131700,136000,147000,138450,139900,154900,135000,149700,144900,154900,169000,169000
"Henry County","IA",,"19","087",1733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169900,165000,159900,159825,169500,169900,168250,165450,159900,159000,156000,158000,153450,153450,149900,149900,149000,145000,147000,142750,146450
"De Witt County","TX",,"48","123",1734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182450,199900,197450,194990,179000,176950,198950,217500,190950,189000,157000,166450,169500,169900,171700,174200,172400,169900,187500,198450,198450,186000,188250,182400,182450,182450,185500,179900,179450,164450,169000,179000,187450,195000,207450,220250,189900,221500,199900,181250,174999.5,159950,169450,150000,150000,164900,165000
"Dodge County","MN","Rochester","27","039",1735,139900,138900,129900,142400,139900,139900,139400,139900,138900,139900,135900,129000,125000,125900,129900,125400,139900,134900,139900,142950,139400,144400,149900,138400,147900,136900,148000,139900,136950,132400,127900,129500,129900,129900,124450,119900,129700,130950,147900,141500,141750,136000,137400,135900,139900,139900,138900,131900,122500,124400,144900,139899.5,139399.5,134900,133700,134900,144900,149900,152400,144950,157000,160900,159700,159900,159900,148400,139900,148900,141200,147250,149900,149000,149900,169450,178000,184900,184900,179900,179900,172400,176450,169900,172400,157200,164900,159150.5,167000,184950,195900,198900,199900,199950,207000,199900,209900,209900,208500,201900,219900,229900,218450,218000,199900,218250,219900,215900,199900,198500,204950,224900,229400,239900,222400,229500,229900,220000
"Woodward County","OK","Woodward","40","153",1736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151000,155450,150000,150000,151000,165600,154900,164500,164500,164500,159000,179900,170000,146500,154500,157000,156500,138000,145000,135000,139900,150950,155000,129500,133950,135500,155000,150500,158000,165000,162000,171500,179450,168750,168000,161250,154950,160000,154900,155000,155000,155000,160000,153500,149500,148000,147900,149000,141000,143500,147900,145000,142000,149900,159900,159950,166000,165000,161500,165000,158500,158500,162500,162000,162450,164750,166500,152450,148500,155000,163500,160000,159500,170999.5,172000,173250,169499.5,160000,155000,155000
"Breckinridge County","KY",,"21","027",1737,,,,,,,,,,,,,,,,,,,,,,,,,,145000,149950,159250,159000,144950,145000,145000,145000,149000,149500,149000,147000,159900,154900,135000,132450,135000,144500,137500,144950,147000,154950,149900,130000,123500,132500,129500,126950,141500,152900,144900,145000,149000,147450,145000,144900,140900,150000,154900,149900,150000,164900,147000,145000,136850,129950,129900,134950,129999,124000,129450,129900,129000,134900,134900,139950,140475,144000,137900,137900,137900,139900,139900,138000,138500,139000,144500,147000,143450,135000,134500,135000,135000,128900,128950,129900,134900,134900,139999,139900,144900,146000,139900,139900,148450,151450,155900,152475,159000,159450,159500
"Plumas County","CA",,"06","063",1738,419000,409500,399000,397000,389000,397000,399000,395000,382499.5,359000,354900,349250,349000,359000,362250,349000,344500,344475,329000,330000,329000,309500,296150,299000,285000,249000,260000,239000,259900,299950,270000,279000,295000,279000,275000,275000,274950,276450,270000,275000,285000,297950,298500,299000,299000,305000,314900,299000,295000,299000,299000,310000,329000,319000,310000,309950,299700,299000,299000,289000,279000,282000,292000,299500,310000,325000,329000,339000,339000,339000,329900,325000,334000,328250,315000,322500,329500,329000,328750,329250,329000,329000,337900,328750,328000,339000,328500,339000,349000,345000,339000,337900,339000,339000,339000,317000,320000,322000,320000,359000,376250,372500,350000,369000,389000,388000,369000,379600,385000,369000,359000,389000,379500,369000,375000,369000
